LON,LAT,X
-118.3061,33.7288,1.0
-118.3061,33.7549,1.0
-118.3061,33.7677,1.0
-118.3061,33.9942,1.0
-118.3061,34.0219,1.0
-118.3061,34.0228,2.0
-118.3061,34.0237,1.0
-118.3061,34.0255,5.0
-118.3061,34.0256,11.0
-118.3061,34.069,1.0
-118.306,33.8403,2.0
-118.306,34.0327,1.0
-118.306,34.0908,1.0
-118.306,34.1054,3.0
-118.3059,33.7676,1.0
-118.3059,33.7948,3.0
-118.3059,33.8072,2.0
-118.3059,34.0864,18.0
-118.3059,34.1017,1.0
-118.3058,33.8159,1.0
-118.3058,33.8181,3.0
-118.3058,33.9432,1.0
-118.3058,33.9563,3.0
-118.3058,34.0327,2.0
-118.3058,34.0337,1.0
-118.3058,34.0364,1.0
-118.3058,34.0526,6.0
-118.3058,34.0763,1.0
-118.3058,34.079,1.0
-118.3058,34.0799,1.0
-118.3057,33.9511,2.0
-118.3057,33.959,1.0
-118.3057,34.0085,1.0
-118.3057,34.0146,1.0
-118.3057,34.0164,1.0
-118.3057,34.0908,1.0
-118.3056,33.7325,1.0
-118.3056,33.737,1.0
-118.3056,33.7553,1.0
-118.3056,34.0951,1.0
-118.3056,34.0966,4.0
-118.3056,34.0981,21.0
-118.3056,34.1017,1.0
-118.3055,33.7537,2.0
-118.3055,33.7798,1.0
-118.3055,33.8168,4.0
-118.3055,33.8584,1.0
-118.3055,34.069,1.0
-118.3055,34.0712,2.0
-118.3055,34.0737,1.0
-118.3054,34.0617,6.0
-118.3054,34.0636,2.0
-118.3054,34.0654,1.0
-118.3054,34.0672,3.0
-118.3054,34.069,2.0
-118.3054,34.0763,3.0
-118.3054,34.0885,1.0
-118.3053,33.8158,7.0
-118.3053,34.0454,2.0
-118.3053,34.0464,1.0
-118.3053,34.0472,4.0
-118.3053,34.0549,2.0
-118.3053,34.0559,1.0
-118.3053,34.0566,3.0
-118.3053,34.0572,4.0
-118.3053,34.0577,6.0
-118.3053,34.058,3.0
-118.3053,34.0597,3.0
-118.3053,34.0617,1.0
-118.3053,34.0636,19.0
-118.3053,34.0653,3.0
-118.3052,33.8382,1.0
-118.3052,33.96,1.0
-118.3052,34.0037,1.0
-118.3052,34.0472,2.0
-118.3052,34.0491,3.0
-118.3052,34.0503,3.0
-118.3052,34.0513,8.0
-118.3052,34.0518,1.0
-118.3051,33.8584,1.0
-118.3051,33.9891,9.0
-118.3051,34.0389,2.0
-118.3051,34.0852,2.0
-118.3051,34.0862,3.0
-118.3051,34.0908,1.0
-118.305,33.7326,1.0
-118.305,33.7925,1.0
-118.305,33.819,1.0
-118.305,34.0835,3.0
-118.305,34.1039,2.0
-118.305,34.1042,3.0
-118.3049,33.7529,1.0
-118.3049,33.754,2.0
-118.3049,34.0966,12.0
-118.3049,34.1036,295.0
-118.3049,34.2596,3.0
-118.3048,33.753,2.0
-118.3048,33.754,1.0
-118.3048,33.7978,1.0
-118.3048,34.0577,10.0
-118.3048,34.0929,40.0
-118.3047,33.9511,1.0
-118.3047,33.9618,2.0
-118.3047,33.9627,2.0
-118.3047,33.9637,1.0
-118.3047,33.9646,1.0
-118.3047,34.0219,1.0
-118.3047,34.0228,1.0
-118.3047,34.0255,1.0
-118.3047,34.0636,131.0
-118.3047,34.0672,6.0
-118.3047,34.0835,3.0
-118.3047,34.0939,1.0
-118.3046,33.8163,5.0
-118.3046,33.96,4.0
-118.3046,33.9664,3.0
-118.3046,33.9746,2.0
-118.3046,33.9762,1.0
-118.3046,33.9791,2.0
-118.3046,33.9806,1.0
-118.3046,33.9846,2.0
-118.3046,33.985,3.0
-118.3046,33.9851,1.0
-118.3046,33.9859,2.0
-118.3046,33.9924,1.0
-118.3046,33.9933,1.0
-118.3046,33.9941,1.0
-118.3046,33.9951,2.0
-118.3046,33.9982,1.0
-118.3046,34.0037,1.0
-118.3046,34.0228,1.0
-118.3046,34.0349,11.0
-118.3046,34.0385,4.0
-118.3046,34.079,1.0
-118.3046,34.0817,1.0
-118.3046,34.0835,4.0
-118.3046,34.0908,2.0
-118.3046,34.092,1.0
-118.3045,33.7329,1.0
-118.3045,33.7798,1.0
-118.3045,33.9892,20.0
-118.3045,34.0109,3.0
-118.3045,34.0145,24.0
-118.3045,34.0149,1.0
-118.3045,34.0156,4.0
-118.3045,34.0184,1.0
-118.3045,34.0219,15.0
-118.3045,34.0255,1.0
-118.3045,34.0763,1.0
-118.3044,33.7866,19.0
-118.3044,33.8153,1.0
-118.3044,33.8315,6.0
-118.3044,34.0966,1.0
-118.3043,33.7434,1.0
-118.3043,33.7452,2.0
-118.3043,33.7855,1.0
-118.3043,33.7882,2.0
-118.3043,33.7895,4.0
-118.3043,33.7905,1.0
-118.3043,33.7926,9.0
-118.3043,33.7947,1.0
-118.3043,33.7948,1.0
-118.3043,33.7978,1.0
-118.3043,34.0184,9.0
-118.3043,34.04,1.0
-118.3043,34.0411,1.0
-118.3043,34.0412,1.0
-118.3043,34.0436,1.0
-118.3042,33.7854,1.0
-118.3042,33.8016,4.0
-118.3042,33.831,3.0
-118.3042,33.8419,1.0
-118.3042,34.0255,1.0
-118.3042,34.0559,1.0
-118.3042,34.0577,5.0
-118.3042,34.0597,1.0
-118.3042,34.0712,2.0
-118.3041,33.7817,3.0
-118.3041,33.8481,20.0
-118.3041,34.0309,1.0
-118.3041,34.0355,1.0
-118.3041,34.0446,1.0
-118.3041,34.0491,1.0
-118.3041,34.0624,1.0
-118.3041,34.0634,2.0
-118.3041,34.0636,4.0
-118.3041,34.0642,3.0
-118.3041,34.0654,3.0
-118.3041,34.0672,9.0
-118.3041,34.069,1.0
-118.3041,34.0712,2.0
-118.304,33.8417,1.0
-118.304,33.8418,1.0
-118.304,33.8429,1.0
-118.304,33.8448,5.0
-118.304,33.8468,1.0
-118.304,33.996,1.0
-118.304,34.0862,3.0
-118.304,34.0863,1.0
-118.3039,33.7677,1.0
-118.3039,33.8112,7.0
-118.3039,33.8315,1.0
-118.3039,33.8365,1.0
-118.3039,33.8382,2.0
-118.3038,33.8153,9.0
-118.3038,33.8234,1.0
-118.3038,33.8303,1.0
-118.3038,33.8315,11.0
-118.3038,34.0981,5.0
-118.3038,34.0999,32.0
-118.3037,33.819,1.0
-118.3037,33.8204,5.0
-118.3037,33.8214,1.0
-118.3037,33.8222,1.0
-118.3036,33.9546,1.0
-118.3036,33.9564,1.0
-118.3036,34.0617,5.0
-118.3035,33.8542,3.0
-118.3035,33.855,3.0
-118.3035,33.8563,1.0
-118.3035,33.8571,3.0
-118.3035,33.8573,1.0
-118.3035,33.8574,1.0
-118.3035,33.8584,5.0
-118.3035,33.9741,1.0
-118.3035,33.9969,1.0
-118.3035,33.9991,1.0
-118.3035,34.0055,1.0
-118.3035,34.0526,1.0
-118.3035,34.0777,1.0
-118.3035,34.1018,7.0
-118.3035,34.1038,2.0
-118.3034,33.7288,1.0
-118.3034,33.7307,1.0
-118.3034,33.7978,1.0
-118.3034,34.0091,1.0
-118.3034,34.0103,1.0
-118.3034,34.0109,1.0
-118.3034,34.0155,2.0
-118.3034,34.0425,1.0
-118.3034,34.0799,4.0
-118.3034,34.0822,3.0
-118.3033,33.8521,2.0
-118.3033,34.04,2.0
-118.3033,34.0863,4.0
-118.3033,34.0885,5.0
-118.3033,34.0981,22.0
-118.3033,34.1017,1.0
-118.3032,33.8142,1.0
-118.3032,33.85,7.0
-118.3032,34.0237,2.0
-118.3032,34.0246,2.0
-118.3032,34.0327,2.0
-118.3032,34.0981,1.0
-118.3031,34.0219,1.0
-118.3031,34.0228,1.0
-118.3031,34.0337,1.0
-118.3031,34.0472,1.0
-118.3031,34.0491,3.0
-118.3031,34.0509,2.0
-118.3031,34.0526,7.0
-118.3031,34.0539,1.0
-118.3031,34.0559,3.0
-118.3031,34.0574,1.0
-118.3031,34.0577,1.0
-118.3031,34.0582,5.0
-118.3031,34.0597,3.0
-118.3031,34.0617,9.0
-118.3031,34.0967,2.0
-118.303,33.8148,1.0
-118.303,33.9891,1.0
-118.303,34.0472,3.0
-118.303,34.0951,2.0
-118.303,34.1554,1.0
-118.3029,33.96,1.0
-118.3029,34.02,1.0
-118.3029,34.021,1.0
-118.3029,34.0437,4.0
-118.3029,34.0617,1.0
-118.3029,34.0636,9.0
-118.3029,34.069,3.0
-118.3029,34.0712,5.0
-118.3029,34.0726,33.0
-118.3029,34.0737,1.0
-118.3028,33.7868,1.0
-118.3028,33.7895,1.0
-118.3028,33.7947,1.0
-118.3028,33.8345,5.0
-118.3028,34.0327,2.0
-118.3028,34.0423,2.0
-118.3028,34.0436,7.0
-118.3028,34.0617,4.0
-118.3028,34.0654,3.0
-118.3028,34.0672,7.0
-118.3028,34.0835,1.0
-118.3028,34.0849,1.0
-118.3027,33.9746,1.0
-118.3027,34.0835,1.0
-118.3027,34.0886,2.0
-118.3027,34.1136,1.0
-118.3027,34.2591,5.0
-118.3027,34.2605,1.0
-118.3027,34.2685,1.0
-118.3026,34.0436,2.0
-118.3026,34.0472,1.0
-118.3026,34.0763,2.0
-118.3026,34.0836,1.0
-118.3025,33.8419,1.0
-118.3025,33.9503,1.0
-118.3025,33.9519,1.0
-118.3025,33.9559,1.0
-118.3025,33.9574,1.0
-118.3025,33.9646,4.0
-118.3025,33.9664,1.0
-118.3025,34.0382,1.0
-118.3025,34.0472,2.0
-118.3025,34.0799,23.0
-118.3025,34.0933,1.0
-118.3025,34.0934,1.0
-118.3025,34.0951,2.0
-118.3024,33.7442,4.0
-118.3024,33.9746,7.0
-118.3024,33.9754,1.0
-118.3024,33.9762,4.0
-118.3024,33.9785,1.0
-118.3024,33.9791,1.0
-118.3024,33.9867,2.0
-118.3024,33.9875,2.0
-118.3024,33.9891,1.0
-118.3024,33.9892,2.0
-118.3024,34.0001,1.0
-118.3024,34.0019,1.0
-118.3024,34.0037,1.0
-118.3024,34.0165,1.0
-118.3024,34.0273,15.0
-118.3024,34.0346,1.0
-118.3023,33.7189,1.0
-118.3023,34.0121,1.0
-118.3023,34.0763,1.0
-118.3023,34.0777,3.0
-118.3023,34.079,1.0
-118.3022,33.8146,1.0
-118.3022,33.8584,7.0
-118.3022,34.0455,1.0
-118.3022,34.0596,20.0
-118.3022,34.0994,1.0
-118.3022,34.1234,1.0
-118.3021,33.78,1.0
-118.3021,33.7845,2.0
-118.3021,33.8315,3.0
-118.3021,34.049,11.0
-118.3021,34.0491,4.0
-118.3021,34.0509,3.0
-118.3021,34.0518,1.0
-118.3021,34.0526,3.0
-118.3021,34.0527,2.0
-118.3021,34.0536,1.0
-118.302,33.7845,2.0
-118.302,34.0559,1.0
-118.302,34.0561,4.0
-118.302,34.0577,2.0
-118.302,34.0581,2.0
-118.302,34.0597,5.0
-118.302,34.1018,2.0
-118.3019,33.7868,2.0
-118.3019,34.0394,1.0
-118.3019,34.0753,1.0
-118.3019,34.0863,4.0
-118.3019,34.0885,5.0
-118.3018,33.8584,1.0
-118.3018,34.04,1.0
-118.3018,34.0422,1.0
-118.3018,34.0436,10.0
-118.3018,34.0836,1.0
-118.3018,34.1099,1.0
-118.3017,33.7142,2.0
-118.3017,33.8365,1.0
-118.3017,34.0738,2.0
-118.3017,34.0821,3.0
-118.3017,34.0835,1.0
-118.3016,33.8234,1.0
-118.3016,33.8245,1.0
-118.3016,33.8292,2.0
-118.3016,33.8315,4.0
-118.3016,34.0617,2.0
-118.3016,34.0636,6.0
-118.3016,34.0642,1.0
-118.3016,34.0654,2.0
-118.3016,34.0672,3.0
-118.3016,34.069,9.0
-118.3016,34.0836,1.0
-118.3016,34.0863,1.0
-118.3015,33.7434,1.0
-118.3015,33.7796,2.0
-118.3015,33.78,1.0
-118.3015,33.7978,4.0
-118.3015,33.8072,6.0
-118.3015,33.819,7.0
-118.3015,33.8202,1.0
-118.3015,33.8222,3.0
-118.3015,34.0255,1.0
-118.3015,34.0291,1.0
-118.3015,34.0322,2.0
-118.3015,34.0327,1.0
-118.3014,33.8071,1.0
-118.3014,33.9678,2.0
-118.3014,33.9746,1.0
-118.3013,33.722,1.0
-118.3013,33.7225,2.0
-118.3013,33.7243,2.0
-118.3013,34.093,2.0
-118.3013,34.0952,1.0
-118.3012,33.737,1.0
-118.3012,33.7876,1.0
-118.3012,33.7882,4.0
-118.3012,33.7894,10.0
-118.3012,33.7938,1.0
-118.3012,33.7943,1.0
-118.3012,33.7948,1.0
-118.3012,33.7958,1.0
-118.3012,33.7978,1.0
-118.3012,34.0109,1.0
-118.3012,34.0763,3.0
-118.3012,34.0885,1.0
-118.3012,34.0908,3.0
-118.3011,33.7547,8.0
-118.3011,33.7643,1.0
-118.3011,33.7915,1.0
-118.3011,33.7948,1.0
-118.301,33.9891,1.0
-118.301,34.0437,10.0
-118.301,34.0472,1.0
-118.301,34.0491,1.0
-118.301,34.0526,1.0
-118.301,34.069,4.0
-118.301,34.0981,5.0
-118.3009,33.7576,1.0
-118.3009,33.96,2.0
-118.3009,34.0061,1.0
-118.3009,34.0545,1.0
-118.3009,34.0559,5.0
-118.3009,34.0577,7.0
-118.3009,34.0581,3.0
-118.3009,34.0597,1.0
-118.3009,34.0598,1.0
-118.3009,34.0601,2.0
-118.3009,34.0763,5.0
-118.3009,34.0908,3.0
-118.3009,34.1018,8.0
-118.3008,33.8035,1.0
-118.3008,33.8353,2.0
-118.3008,34.0182,1.0
-118.3008,34.04,2.0
-118.3008,34.0417,1.0
-118.3008,34.0437,3.0
-118.3008,34.0617,36.0
-118.3007,33.9574,1.0
-118.3007,34.0037,1.0
-118.3007,34.0109,4.0
-118.3007,34.1553,1.0
-118.3006,34.04,1.0
-118.3006,34.1018,5.0
-118.3006,34.1036,2.0
-118.3006,34.1037,2.0
-118.3006,34.2703,1.0
-118.3005,33.9746,1.0
-118.3005,34.0509,1.0
-118.3005,34.0613,1.0
-118.3005,34.0836,3.0
-118.3005,34.0885,2.0
-118.3005,34.0908,3.0
-118.3005,34.0952,3.0
-118.3005,34.0966,3.0
-118.3005,34.0967,2.0
-118.3005,34.0981,9.0
-118.3005,34.1,1.0
-118.3005,34.1018,5.0
-118.3004,34.04,2.0
-118.3004,34.0438,4.0
-118.3004,34.0526,4.0
-118.3004,34.0617,33.0
-118.3004,34.0618,15.0
-118.3004,34.0629,4.0
-118.3004,34.0636,12.0
-118.3004,34.0654,1.0
-118.3004,34.069,5.0
-118.3004,34.0707,8.0
-118.3004,34.0712,9.0
-118.3004,34.0737,3.0
-118.3004,34.0738,1.0
-118.3004,34.0753,1.0
-118.3004,34.0763,4.0
-118.3004,34.0836,1.0
-118.3004,34.1192,6.0
-118.3004,34.1498,13.0
-118.3003,33.817,1.0
-118.3003,33.951,1.0
-118.3003,33.9511,1.0
-118.3003,33.9527,1.0
-118.3003,33.9543,2.0
-118.3003,33.9596,1.0
-118.3003,33.96,8.0
-118.3003,33.9625,1.0
-118.3003,33.9627,1.0
-118.3003,33.9637,4.0
-118.3003,33.9641,1.0
-118.3003,33.9642,1.0
-118.3003,33.9646,1.0
-118.3003,33.9691,1.0
-118.3003,33.9694,1.0
-118.3003,33.971,2.0
-118.3003,33.9746,7.0
-118.3003,33.9754,1.0
-118.3003,33.9778,1.0
-118.3003,33.9785,1.0
-118.3003,33.9791,1.0
-118.3003,33.9792,3.0
-118.3003,33.9806,5.0
-118.3003,33.9814,6.0
-118.3003,33.9824,2.0
-118.3003,33.9827,1.0
-118.3003,33.9832,2.0
-118.3003,33.9837,1.0
-118.3003,33.9841,2.0
-118.3003,34.0354,1.0
-118.3003,34.037,1.0
-118.3003,34.0382,1.0
-118.3003,34.0391,1.0
-118.3003,34.04,1.0
-118.3003,34.0455,3.0
-118.3003,34.065,5.0
-118.3003,34.0654,1.0
-118.3003,34.0672,2.0
-118.3002,33.9664,1.0
-118.3002,33.9833,1.0
-118.3002,33.9855,2.0
-118.3002,33.9859,5.0
-118.3002,33.9862,2.0
-118.3002,33.9867,1.0
-118.3002,33.9871,5.0
-118.3002,33.9875,9.0
-118.3002,33.9883,1.0
-118.3002,33.9891,7.0
-118.3002,33.9892,2.0
-118.3002,33.9907,1.0
-118.3002,33.9909,7.0
-118.3002,33.991,1.0
-118.3002,33.9916,2.0
-118.3002,33.9923,13.0
-118.3002,33.9932,15.0
-118.3002,33.9941,1.0
-118.3002,33.9969,2.0
-118.3002,33.9978,1.0
-118.3002,33.9979,3.0
-118.3002,34.0001,2.0
-118.3002,34.0006,2.0
-118.3002,34.0007,7.0
-118.3002,34.0028,1.0
-118.3002,34.0033,1.0
-118.3002,34.0037,4.0
-118.3002,34.0061,1.0
-118.3002,34.0099,1.0
-118.3002,34.0109,8.0
-118.3002,34.0121,2.0
-118.3002,34.0132,1.0
-118.3002,34.018,1.0
-118.3002,34.019,1.0
-118.3002,34.02,3.0
-118.3002,34.021,3.0
-118.3002,34.0219,1.0
-118.3002,34.0228,1.0
-118.3002,34.0242,3.0
-118.3002,34.0246,3.0
-118.3002,34.0255,2.0
-118.3002,34.0262,1.0
-118.3002,34.0273,3.0
-118.3002,34.0305,1.0
-118.3002,34.0309,3.0
-118.3002,34.0322,2.0
-118.3002,34.0327,4.0
-118.3002,34.0333,1.0
-118.3002,34.0526,5.0
-118.3001,33.7592,1.0
-118.3001,33.842,1.0
-118.3001,34.0184,5.0
-118.3001,34.2566,2.0
-118.3,33.7168,1.0
-118.3,33.8315,1.0
-118.3,34.0472,2.0
-118.3,34.0476,2.0
-118.3,34.0481,1.0
-118.3,34.0491,1.0
-118.3,34.0509,1.0
-118.3,34.0526,1.0
-118.2999,33.785,1.0
-118.2999,33.7978,1.0
-118.2999,33.7979,1.0
-118.2999,34.0121,1.0
-118.2999,34.0142,1.0
-118.2999,34.0545,1.0
-118.2998,34.0577,8.0
-118.2998,34.0597,1.0
-118.2998,34.0598,1.0
-118.2997,33.7144,6.0
-118.2997,33.7895,1.0
-118.2997,34.0577,1.0
-118.2997,34.069,1.0
-118.2996,33.817,1.0
-118.2996,33.818,1.0
-118.2996,33.819,1.0
-118.2996,33.8316,2.0
-118.2996,33.842,9.0
-118.2996,33.8634,1.0
-118.2995,33.7234,1.0
-118.2995,33.765,1.0
-118.2995,33.8202,1.0
-118.2995,34.0763,1.0
-118.2995,34.0777,3.0
-118.2994,33.8542,5.0
-118.2994,33.8583,12.0
-118.2994,34.0328,1.0
-118.2994,34.0728,3.0
-118.2994,34.0753,1.0
-118.2994,34.0908,1.0
-118.2994,34.0981,3.0
-118.2993,33.756,2.0
-118.2993,33.8609,2.0
-118.2993,33.9655,1.0
-118.2993,33.9673,1.0
-118.2992,33.7983,5.0
-118.2992,33.8047,1.0
-118.2992,33.8459,4.0
-118.2992,33.8514,1.0
-118.2992,33.8535,52.0
-118.2992,33.8542,63.0
-118.2992,33.8583,7.0
-118.2992,33.8594,1.0
-118.2992,33.8607,1.0
-118.2992,33.8617,2.0
-118.2992,33.8622,1.0
-118.2992,33.8627,1.0
-118.2992,34.0636,7.0
-118.2992,34.0642,1.0
-118.2992,34.0654,7.0
-118.2992,34.0672,4.0
-118.2992,34.0891,2.0
-118.2992,34.0908,1.0
-118.2991,33.8044,1.0
-118.2991,33.8223,1.0
-118.2991,33.8698,1.0
-118.2991,34.0055,1.0
-118.2991,34.069,4.0
-118.2991,34.0712,9.0
-118.2991,34.0853,1.0
-118.2991,34.0868,1.0
-118.2991,34.0885,1.0
-118.299,33.7225,1.0
-118.299,33.7234,3.0
-118.299,33.7252,1.0
-118.299,33.7261,1.0
-118.299,33.727,1.0
-118.299,33.7306,2.0
-118.299,33.7308,6.0
-118.299,33.7334,1.0
-118.299,33.833,1.0
-118.299,34.0618,1.0
-118.299,34.0869,1.0
-118.2989,33.7447,1.0
-118.2989,33.7484,1.0
-118.2989,34.0478,1.0
-118.2989,34.0484,1.0
-118.2989,34.0491,1.0
-118.2989,34.0509,2.0
-118.2989,34.052,1.0
-118.2989,34.0527,1.0
-118.2989,34.0981,14.0
-118.2988,33.8133,1.0
-118.2988,33.8134,7.0
-118.2987,34.0142,1.0
-118.2987,34.0472,1.0
-118.2987,34.0552,1.0
-118.2987,34.0559,1.0
-118.2987,34.0571,1.0
-118.2987,34.0577,5.0
-118.2987,34.0598,4.0
-118.2987,34.0618,2.0
-118.2986,33.96,1.0
-118.2986,34.0121,2.0
-118.2986,34.0763,4.0
-118.2985,33.7108,1.0
-118.2985,33.7522,1.0
-118.2985,33.96,3.0
-118.2985,33.9616,1.0
-118.2985,33.9625,1.0
-118.2985,34.0618,3.0
-118.2985,34.0672,12.0
-118.2985,34.0709,12.0
-118.2985,34.0908,1.0
-118.2984,33.9746,1.0
-118.2984,33.9932,1.0
-118.2984,33.9951,1.0
-118.2984,34.0382,2.0
-118.2984,34.0391,1.0
-118.2984,34.04,2.0
-118.2984,34.0728,4.0
-118.2984,34.0908,2.0
-118.2984,34.1018,2.0
-118.2983,34.0836,3.0
-118.2983,34.0931,9.0
-118.2983,34.0981,19.0
-118.2983,34.1003,1.0
-118.2982,33.9974,14.0
-118.2982,34.0763,2.0
-118.2982,34.079,1.0
-118.2981,33.9702,1.0
-118.2981,33.971,7.0
-118.2981,33.9718,1.0
-118.2981,33.9746,1.0
-118.2981,33.9789,17.0
-118.2981,33.9791,1.0
-118.2981,33.9823,1.0
-118.2981,33.985,1.0
-118.2981,33.9909,1.0
-118.2981,33.9969,1.0
-118.2981,34.0027,4.0
-118.2981,34.0037,1.0
-118.2981,34.0561,5.0
-118.2981,34.0577,1.0
-118.2981,34.0812,2.0
-118.298,33.7898,7.0
-118.298,33.9635,14.0
-118.298,33.9859,1.0
-118.298,33.9875,1.0
-118.298,33.9883,2.0
-118.298,33.9909,3.0
-118.298,33.991,1.0
-118.298,33.9921,18.0
-118.298,33.9987,1.0
-118.298,33.9996,1.0
-118.298,34.0012,1.0
-118.298,34.0017,1.0
-118.298,34.0073,78.0
-118.298,34.0109,3.0
-118.298,34.0145,9.0
-118.298,34.0164,3.0
-118.298,34.0173,1.0
-118.298,34.0245,1.0
-118.2979,33.8583,2.0
-118.2979,34.0017,1.0
-118.2979,34.0473,1.0
-118.2979,34.0491,2.0
-118.2979,34.0509,18.0
-118.2979,34.0526,2.0
-118.2979,34.0536,1.0
-118.2979,34.0545,4.0
-118.2979,34.0598,21.0
-118.2979,34.0618,7.0
-118.2979,34.0636,15.0
-118.2979,34.0642,2.0
-118.2979,34.0654,3.0
-118.2979,34.0672,9.0
-118.2979,34.069,7.0
-118.2979,34.0691,2.0
-118.2979,34.0712,5.0
-118.2979,34.0841,1.0
-118.2979,34.0886,1.0
-118.2979,34.2545,1.0
-118.2979,34.2606,2.0
-118.2978,34.04,3.0
-118.2978,34.0441,1.0
-118.2978,34.0836,4.0
-118.2978,34.2291,1.0
-118.2977,33.9637,2.0
-118.2977,34.02,1.0
-118.2977,34.021,1.0
-118.2977,34.0219,1.0
-118.2977,34.0618,26.0
-118.2976,33.9627,1.0
-118.2976,34.0454,4.0
-118.2976,34.0473,2.0
-118.2976,34.0545,2.0
-118.2976,34.0559,3.0
-118.2976,34.0571,4.0
-118.2976,34.0577,6.0
-118.2975,33.7821,3.0
-118.2975,33.7824,1.0
-118.2975,33.7834,2.0
-118.2975,33.7841,1.0
-118.2975,33.7845,1.0
-118.2975,33.7848,1.0
-118.2975,33.7894,1.0
-118.2975,33.7899,7.0
-118.2975,33.7909,2.0
-118.2975,33.7914,1.0
-118.2975,33.7925,1.0
-118.2975,33.7928,1.0
-118.2975,33.7938,1.0
-118.2975,33.7947,1.0
-118.2975,33.7958,3.0
-118.2975,33.7973,2.0
-118.2975,33.7977,3.0
-118.2975,34.0337,3.0
-118.2975,34.0346,1.0
-118.2975,34.0355,1.0
-118.2975,34.0364,2.0
-118.2975,34.0473,3.0
-118.2975,34.0545,1.0
-118.2975,34.0618,36.0
-118.2975,34.0753,1.0
-118.2974,34.0245,1.0
-118.2974,34.0328,1.0
-118.2974,34.0383,1.0
-118.2974,34.0391,1.0
-118.2974,34.0398,1.0
-118.2974,34.04,5.0
-118.2974,34.0527,8.0
-118.2974,34.0934,2.0
-118.2973,33.7191,1.0
-118.2973,33.7279,1.0
-118.2973,33.8583,1.0
-118.2973,34.0527,2.0
-118.2973,34.0618,1.0
-118.2973,34.0969,1.0
-118.2973,34.0975,1.0
-118.2973,34.0982,3.0
-118.2973,34.1018,1.0
-118.2973,34.1036,3.0
-118.2973,34.1054,1.0
-118.2972,34.0255,1.0
-118.2972,34.1,1.0
-118.2971,33.8583,1.0
-118.2971,34.0328,1.0
-118.2971,34.044,1.0
-118.2971,34.0577,1.0
-118.297,34.0037,1.0
-118.297,34.0073,1.0
-118.297,34.0273,2.0
-118.297,34.0309,2.0
-118.297,34.0328,2.0
-118.297,34.0442,1.0
-118.297,34.0461,1.0
-118.297,34.0462,1.0
-118.297,34.0467,1.0
-118.297,34.0473,3.0
-118.297,34.0777,3.0
-118.297,34.0895,1.0
-118.2969,33.8583,4.0
-118.2969,33.8684,2.0
-118.2968,33.7207,1.0
-118.2968,33.7225,2.0
-118.2968,33.7234,1.0
-118.2968,33.7252,9.0
-118.2968,33.7288,3.0
-118.2968,33.7334,1.0
-118.2968,33.7343,1.0
-118.2968,33.7574,1.0
-118.2968,33.9859,1.0
-118.2968,34.0486,1.0
-118.2968,34.0491,2.0
-118.2968,34.0509,2.0
-118.2968,34.0527,4.0
-118.2968,34.0536,2.0
-118.2967,33.7433,1.0
-118.2967,33.7509,5.0
-118.2967,33.7529,1.0
-118.2967,34.0618,2.0
-118.2967,34.0687,1.0
-118.2967,34.069,4.0
-118.2967,34.0954,1.0
-118.2966,33.8583,2.0
-118.2966,33.8627,1.0
-118.2966,33.9746,1.0
-118.2966,34.0527,2.0
-118.2966,34.0628,4.0
-118.2966,34.0636,24.0
-118.2966,34.0642,1.0
-118.2966,34.0654,3.0
-118.2966,34.0672,1.0
-118.2966,34.079,1.0
-118.2966,34.0982,2.0
-118.2965,33.7618,1.0
-118.2965,33.9891,1.0
-118.2965,34.0246,1.0
-118.2965,34.0545,1.0
-118.2965,34.0577,1.0
-118.2965,34.0728,1.0
-118.2965,34.0749,1.0
-118.2965,34.1214,1.0
-118.2964,34.0328,1.0
-118.2964,34.0364,1.0
-118.2963,33.7243,28.0
-118.2963,33.7647,2.0
-118.2963,34.1077,1.0
-118.2962,33.9702,1.0
-118.2962,33.9703,1.0
-118.2962,34.0382,1.0
-118.2962,34.0391,2.0
-118.2962,34.04,1.0
-118.2962,34.0814,9.0
-118.2962,34.0986,179.0
-118.2962,34.1018,2.0
-118.2962,34.1054,2.0
-118.2961,33.7799,5.0
-118.2961,33.8583,3.0
-118.2961,33.9746,1.0
-118.2961,34.0777,89.0
-118.2961,34.0909,3.0
-118.2961,34.0934,2.0
-118.2961,34.0954,3.0
-118.2961,34.0971,1.0
-118.2961,34.0982,7.0
-118.2961,34.1018,3.0
-118.296,33.7958,1.0
-118.296,34.0436,61.0
-118.296,34.0636,65.0
-118.296,34.0745,20.0
-118.296,34.0836,1.0
-118.296,34.0873,47.0
-118.2959,33.7768,1.0
-118.2959,33.7948,1.0
-118.2959,33.96,4.0
-118.2959,33.9636,2.0
-118.2959,33.9746,3.0
-118.2959,33.9754,2.0
-118.2959,33.9778,1.0
-118.2959,33.9798,1.0
-118.2959,33.9823,1.0
-118.2959,33.9875,1.0
-118.2959,33.9899,2.0
-118.2959,33.9905,2.0
-118.2959,33.9908,1.0
-118.2959,33.9909,1.0
-118.2959,33.9915,1.0
-118.2959,33.996,1.0
-118.2959,33.9969,1.0
-118.2959,33.9987,1.0
-118.2959,34.0017,3.0
-118.2959,34.0037,3.0
-118.2959,34.0073,1.0
-118.2959,34.0082,1.0
-118.2959,34.0099,1.0
-118.2959,34.0109,1.0
-118.2959,34.0155,5.0
-118.2959,34.0219,27.0
