LON,LAT,F
-118.2522,34.0934,1.0
-118.2522,34.102,2.0
-118.2522,34.1111,3.0
-118.2521,33.9893,4.0
-118.2521,33.9902,8.0
-118.2521,33.9911,25.0
-118.2521,33.9912,1.0
-118.2521,33.9916,1.0
-118.2521,33.9921,13.0
-118.2521,33.9922,19.0
-118.2521,33.9925,2.0
-118.2521,33.993,24.0
-118.2521,33.9935,4.0
-118.2521,33.9939,5.0
-118.2521,33.9944,1.0
-118.2521,33.9948,6.0
-118.2521,33.9966,15.0
-118.2521,33.9967,2.0
-118.2521,33.9976,4.0
-118.2521,33.9984,19.0
-118.2521,33.9993,5.0
-118.2521,33.9998,3.0
-118.2521,34.0002,21.0
-118.2521,34.0007,1.0
-118.2521,34.0011,7.0
-118.2521,34.002,19.0
-118.2521,34.0021,2.0
-118.2521,34.0039,9.0
-118.2521,34.0048,10.0
-118.2521,34.0057,11.0
-118.2521,34.0058,2.0
-118.2521,34.0066,7.0
-118.2521,34.0067,1.0
-118.2521,34.0069,1.0
-118.2521,34.0076,15.0
-118.2521,34.0084,4.0
-118.2521,34.0092,1.0
-118.2521,34.0093,7.0
-118.2521,34.0102,1.0
-118.2521,34.0107,5.0
-118.2521,34.0112,4.0
-118.2521,34.0241,2.0
-118.2521,34.052,1.0
-118.2521,34.0632,1.0
-118.2521,34.0825,2.0
-118.252,33.7852,13.0
-118.252,33.9358,24.0
-118.252,33.9368,4.0
-118.252,33.9378,8.0
-118.252,33.9388,7.0
-118.252,33.9403,1.0
-118.252,34.0229,3.0
-118.252,34.0297,3.0
-118.252,34.0466,86.0
-118.252,34.0467,210.0
-118.252,34.0577,1.0
-118.252,34.0578,4.0
-118.252,34.0641,6.0
-118.252,34.0677,23.0
-118.252,34.0742,7.0
-118.252,34.0812,39.0
-118.252,34.0963,1.0
-118.252,34.1071,1.0
-118.252,34.1136,6.0
-118.2519,33.9295,5.0
-118.2519,33.9368,1.0
-118.2519,34.0186,8.0
-118.2519,34.0221,17.0
-118.2519,34.0387,2.0
-118.2519,34.0388,13.0
-118.2519,34.0442,17.0
-118.2519,34.0486,25.0
-118.2519,34.0489,2.0
-118.2519,34.0742,2.0
-118.2519,34.0842,4.0
-118.2518,33.9303,36.0
-118.2518,33.9378,1.0
-118.2518,33.9396,5.0
-118.2518,33.9415,1.0
-118.2518,34.0092,14.0
-118.2518,34.024,1.0
-118.2518,34.025,1.0
-118.2518,34.0262,6.0
-118.2518,34.0279,3.0
-118.2518,34.0437,29.0
-118.2518,34.0488,53.0
-118.2518,34.0704,6.0
-118.2518,34.0759,2.0
-118.2518,34.0827,1.0
-118.2518,34.0862,7.0
-118.2518,34.0872,1.0
-118.2518,34.097,1.0
-118.2518,34.1057,1.0
-118.2518,34.1061,4.0
-118.2517,33.7873,3.0
-118.2517,33.9349,5.0
-118.2517,33.9388,1.0
-118.2517,33.9402,1.0
-118.2517,33.9408,1.0
-118.2517,33.941,5.0
-118.2517,33.9418,5.0
-118.2517,33.9425,2.0
-118.2517,34.0331,2.0
-118.2517,34.0359,6.0
-118.2517,34.0413,28.0
-118.2517,34.0636,1.0
-118.2517,34.068,7.0
-118.2517,34.0827,1.0
-118.2517,34.0852,3.0
-118.2517,34.089,1.0
-118.2516,33.931,9.0
-118.2516,33.941,21.0
-118.2516,34.0048,5.0
-118.2516,34.0057,6.0
-118.2516,34.0066,1.0
-118.2516,34.0075,3.0
-118.2516,34.0233,20.0
-118.2516,34.0249,2.0
-118.2516,34.0553,1.0
-118.2516,34.0744,5.0
-118.2515,33.782,1.0
-118.2515,33.7883,1.0
-118.2515,33.9939,4.0
-118.2515,33.9948,2.0
-118.2515,34.015,7.0
-118.2515,34.0151,3.0
-118.2515,34.025,1.0
-118.2515,34.0384,1.0
-118.2515,34.0463,3.0
-118.2515,34.0509,22.0
-118.2515,34.0527,4.0
-118.2515,34.0645,2.0
-118.2515,34.0646,3.0
-118.2515,34.0669,4.0
-118.2515,34.067,2.0
-118.2515,34.0787,4.0
-118.2515,34.0883,1.0
-118.2515,34.09,1.0
-118.2514,33.9433,1.0
-118.2514,33.993,3.0
-118.2514,33.9948,1.0
-118.2514,33.9957,7.0
-118.2514,34.0245,1.0
-118.2514,34.0439,35.0
-118.2514,34.051,1.0
-118.2514,34.0553,1.0
-118.2514,34.0632,5.0
-118.2514,34.0924,3.0
-118.2513,33.7853,3.0
-118.2513,33.7999,1.0
-118.2513,33.932,9.0
-118.2513,33.9321,5.0
-118.2513,33.9325,6.0
-118.2513,33.9331,1.0
-118.2513,34.006,61.0
-118.2513,34.0327,1.0
-118.2513,34.041,4.0
-118.2513,34.0426,27.0
-118.2513,34.0474,16.0
-118.2513,34.053,3.0
-118.2513,34.0531,1.0
-118.2513,34.0584,1.0
-118.2513,34.073,5.0
-118.2513,34.0972,1.0
-118.2513,34.1104,15.0
-118.2513,34.1142,3.0
-118.2513,34.1156,1.0
-118.2512,33.7933,2.0
-118.2512,33.9433,1.0
-118.2512,34.0194,12.0
-118.2512,34.0237,2.0
-118.2512,34.0286,5.0
-118.2512,34.0365,1.0
-118.2512,34.0381,1.0
-118.2512,34.0408,12.0
-118.2512,34.0484,3.0
-118.2512,34.053,9.0
-118.2512,34.0553,1.0
-118.2512,34.0787,2.0
-118.2512,34.0956,5.0
-118.2512,34.1054,1.0
-118.2511,33.7915,3.0
-118.2511,33.7924,30.0
-118.2511,33.931,6.0
-118.2511,33.9331,13.0
-118.2511,34.0305,1.0
-118.2511,34.0315,2.0
-118.2511,34.0381,8.0
-118.2511,34.0408,4.0
-118.2511,34.0549,1.0
-118.251,33.7909,1.0
-118.251,33.932,1.0
-118.251,34.0255,1.0
-118.251,34.0305,9.0
-118.251,34.0366,1.0
-118.251,34.0367,4.0
-118.251,34.046,282.0
-118.251,34.0497,6.0
-118.251,34.0814,2.0
-118.2509,33.7892,1.0
-118.2509,33.79,1.0
-118.2509,34.0157,1.0
-118.2509,34.0158,8.0
-118.2509,34.0241,1.0
-118.2509,34.0436,6.0
-118.2509,34.0439,4.0
-118.2509,34.046,24.0
-118.2509,34.0505,14.0
-118.2509,34.0551,1.0
-118.2509,34.0741,1.0
-118.2509,34.0831,2.0
-118.2509,34.0832,10.0
-118.2509,34.0858,2.0
-118.2509,34.0869,2.0
-118.2509,34.1012,1.0
-118.2508,33.7874,3.0
-118.2508,33.9335,22.0
-118.2508,34.0158,3.0
-118.2508,34.0258,2.0
-118.2508,34.0274,1.0
-118.2508,34.0291,1.0
-118.2508,34.0325,1.0
-118.2508,34.0405,4.0
-118.2508,34.0516,1.0
-118.2508,34.057,6.0
-118.2508,34.0571,3.0
-118.2508,34.072,1.0
-118.2508,34.0757,2.0
-118.2508,34.0934,2.0
-118.2507,33.7806,17.0
-118.2507,33.9307,1.0
-118.2507,34.0091,6.0
-118.2507,34.018,1.0
-118.2507,34.0325,1.0
-118.2507,34.0341,21.0
-118.2507,34.0446,61.0
-118.2507,34.0481,66.0
-118.2507,34.0758,3.0
-118.2506,33.7791,1.0
-118.2506,33.7853,6.0
-118.2506,33.941,8.0
-118.2506,33.9424,2.0
-118.2506,34.0091,2.0
-118.2506,34.0203,20.0
-118.2506,34.0241,1.0
-118.2506,34.0244,10.0
-118.2506,34.0328,1.0
-118.2506,34.0371,1.0
-118.2506,34.0519,10.0
-118.2506,34.0713,1.0
-118.2506,34.0714,12.0
-118.2505,33.7777,3.0
-118.2505,33.9396,2.0
-118.2505,34.0202,20.0
-118.2505,34.0245,3.0
-118.2505,34.0313,11.0
-118.2505,34.0323,1.0
-118.2505,34.0346,2.0
-118.2505,34.0347,1.0
-118.2505,34.0547,33.0
-118.2505,34.0761,1.0
-118.2505,34.1111,5.0
-118.2504,33.7835,5.0
-118.2504,33.9304,15.0
-118.2504,34.0401,9.0
-118.2504,34.0404,20.0
-118.2504,34.0432,52.0
-118.2504,34.0433,6.0
-118.2504,34.0448,34.0
-118.2504,34.0456,9.0
-118.2504,34.0502,28.0
-118.2504,34.0503,2.0
-118.2504,34.0557,3.0
-118.2504,34.0734,1.0
-118.2504,34.0737,2.0
-118.2504,34.1053,1.0
-118.2504,34.1194,3.0
-118.2503,33.9957,7.0
-118.2503,34.0349,4.0
-118.2503,34.0373,17.0
-118.2503,34.0416,7.0
-118.2503,34.0539,20.0
-118.2503,34.0641,2.0
-118.2503,34.0658,3.0
-118.2503,34.0672,6.0
-118.2502,33.7892,1.0
-118.2502,33.7933,3.0
-118.2502,33.9315,5.0
-118.2502,33.9318,1.0
-118.2502,33.9321,7.0
-118.2502,33.9323,101.0
-118.2502,33.9326,1.0
-118.2502,33.9327,41.0
-118.2502,33.9329,4.0
-118.2502,33.9348,3.0
-118.2502,33.9957,1.0
-118.2502,33.9966,3.0
-118.2502,34.0166,6.0
-118.2502,34.0468,25.0
-118.2502,34.0477,3.0
-118.2502,34.0523,1.0
-118.2502,34.0601,17.0
-118.2502,34.0682,7.0
-118.2502,34.0877,1.0
-118.2502,34.1192,2.0
-118.2501,33.9303,13.0
-118.2501,33.932,1.0
-118.2501,33.9378,5.0
-118.2501,34.0166,2.0
-118.2501,34.0206,1.0
-118.2501,34.03,8.0
-118.2501,34.0376,1.0
-118.2501,34.0561,1.0
-118.2501,34.0973,1.0
-118.2501,34.0997,1.0
-118.25,33.9348,10.0
-118.25,33.9358,2.0
-118.25,33.9368,3.0
-118.25,33.9426,3.0
-118.25,33.993,1.0
-118.25,34.0002,16.0
-118.25,34.0011,10.0
-118.25,34.002,16.0
-118.25,34.003,3.0
-118.25,34.0039,3.0
-118.25,34.0241,1.0
-118.25,34.0488,47.0
-118.25,34.0747,3.0
-118.25,34.089,2.0
-118.25,34.0894,3.0
-118.2499,33.9358,4.0
-118.2499,33.9368,15.0
-118.2499,33.9388,8.0
-118.2499,33.9396,1.0
-118.2499,33.9907,1.0
-118.2499,33.9911,21.0
-118.2499,33.9912,1.0
-118.2499,33.992,9.0
-118.2499,33.9921,1.0
-118.2499,33.993,27.0
-118.2499,33.9939,5.0
-118.2499,33.9948,8.0
-118.2499,33.9966,21.0
-118.2499,33.9967,8.0
-118.2499,33.9975,9.0
-118.2499,33.9984,10.0
-118.2499,33.9993,21.0
-118.2499,33.9994,48.0
-118.2499,33.9998,1.0
-118.2499,34.0025,2.0
-118.2499,34.005,6.0
-118.2499,34.0169,1.0
-118.2499,34.0231,1.0
-118.2499,34.0252,2.0
-118.2499,34.031,3.0
-118.2499,34.0321,5.0
-118.2499,34.0356,1.0
-118.2499,34.0369,1.0
-118.2499,34.0453,110.0
-118.2499,34.0489,19.0
-118.2499,34.0545,24.0
-118.2499,34.0564,16.0
-118.2498,33.7645,1.0
-118.2498,33.7837,4.0
-118.2498,33.7874,5.0
-118.2498,33.7883,1.0
-118.2498,33.934,15.0
-118.2498,34.0055,1.0
-118.2498,34.0057,3.0
-118.2498,34.0059,7.0
-118.2498,34.0147,3.0
-118.2498,34.0164,2.0
-118.2498,34.021,2.0
-118.2498,34.0253,1.0
-118.2498,34.0269,2.0
-118.2498,34.0356,2.0
-118.2498,34.0451,6.0
-118.2498,34.0564,1.0
-118.2498,34.0671,16.0
-118.2498,34.1117,5.0
-118.2497,33.9295,5.0
-118.2497,34.0059,4.0
-118.2497,34.0064,1.0
-118.2497,34.0068,3.0
-118.2497,34.0069,2.0
-118.2497,34.021,11.0
-118.2497,34.0286,3.0
-118.2497,34.0439,12.0
-118.2497,34.051,3.0
-118.2497,34.0734,1.0
-118.2497,34.0905,2.0
-118.2496,33.7865,2.0
-118.2496,33.9408,1.0
-118.2496,33.9421,2.0
-118.2496,34.0342,7.0
-118.2496,34.0394,15.0
-118.2496,34.0427,1.0
-118.2496,34.0474,78.0
-118.2496,34.0822,10.0
-118.2496,34.1103,3.0
-118.2495,33.7822,7.0
-118.2495,33.7854,16.0
-118.2495,33.7865,2.0
-118.2495,34.0081,1.0
-118.2495,34.011,1.0
-118.2495,34.0151,1.0
-118.2495,34.0174,2.0
-118.2495,34.0256,4.0
-118.2495,34.0822,1.0
-118.2495,34.0823,2.0
-118.2495,34.0852,2.0
-118.2495,34.0932,6.0
-118.2495,34.1114,2.0
-118.2494,33.7792,20.0
-118.2494,33.7807,6.0
-118.2494,33.7893,3.0
-118.2494,33.7909,1.0
-118.2494,33.7916,1.0
-118.2494,33.9383,18.0
-118.2494,34.0085,3.0
-118.2494,34.0089,9.0
-118.2494,34.0148,7.0
-118.2494,34.0214,1.0
-118.2494,34.0249,1.0
-118.2494,34.0392,2.0
-118.2494,34.0495,33.0
-118.2494,34.0532,18.0
-118.2494,34.0607,107.0
-118.2494,34.0657,5.0
-118.2494,34.0891,6.0
-118.2493,33.7792,1.0
-118.2493,33.7901,2.0
-118.2493,33.7934,4.0
-118.2493,33.9295,2.0
-118.2493,33.9302,7.0
-118.2493,33.9303,3.0
-118.2493,33.9305,5.0
-118.2493,33.9306,5.0
-118.2493,33.9308,10.0
-118.2493,33.9309,5.0
-118.2493,33.9311,62.0
-118.2493,34.0113,7.0
-118.2493,34.0318,7.0
-118.2493,34.0329,4.0
-118.2493,34.0363,11.0
-118.2493,34.0383,3.0
-118.2493,34.0424,7.0
-118.2493,34.0425,29.0
-118.2493,34.0459,3.0
-118.2493,34.046,146.0
-118.2493,34.0518,13.0
-118.2493,34.0653,1.0
-118.2493,34.0656,6.0
-118.2493,34.0717,19.0
-118.2493,34.0967,2.0
-118.2492,33.7778,2.0
-118.2492,33.778,1.0
-118.2492,33.9433,3.0
-118.2492,33.9443,3.0
-118.2492,34.0363,2.0
-118.2492,34.0652,1.0
-118.2492,34.0653,15.0
-118.2492,34.0914,7.0
-118.2492,34.1063,4.0
-118.2492,34.1124,3.0
-118.2491,33.7942,14.0
-118.2491,33.9433,2.0
-118.2491,33.9456,3.0
-118.2491,33.9458,3.0
-118.2491,33.9461,1.0
-118.2491,33.947,2.0
-118.2491,34.0068,9.0
-118.2491,34.0266,2.0
-118.2491,34.0385,17.0
-118.2491,34.0471,14.0
-118.2491,34.0516,71.0
-118.2491,34.0517,2.0
-118.2491,34.0535,28.0
-118.2491,34.0553,2.0
-118.2491,34.1044,1.0
-118.2491,34.1123,1.0
-118.249,33.9483,1.0
-118.249,33.95,4.0
-118.249,33.951,1.0
-118.249,33.9533,1.0
-118.249,33.9957,1.0
-118.249,34.008,1.0
-118.249,34.0172,1.0
-118.249,34.0218,8.0
-118.249,34.0295,10.0
-118.249,34.0415,5.0
-118.249,34.0423,1.0
-118.249,34.0446,70.0
-118.249,34.0453,11.0
-118.249,34.0691,1.0
-118.2489,33.7884,1.0
-118.2489,33.9491,1.0
-118.2489,33.9523,1.0
-118.2489,33.9533,5.0
-118.2489,34.0112,5.0
-118.2489,34.0121,4.0
-118.2489,34.0482,7.0
-118.2489,34.0538,1.0
-118.2489,34.0655,2.0
-118.2489,34.0673,1.0
-118.2489,34.0674,6.0
-118.2489,34.0725,9.0
-118.2489,34.0773,5.0
-118.2489,34.1066,1.0
-118.2489,34.118,12.0
-118.2488,33.9302,11.0
-118.2488,34.0181,21.0
-118.2488,34.0264,8.0
-118.2488,34.028,1.0
-118.2488,34.0433,44.0
-118.2488,34.0465,48.0
-118.2488,34.0492,10.0
-118.2488,34.0545,1.0
-118.2488,34.0557,18.0
-118.2488,34.0693,1.0
-118.2488,34.1178,3.0
-118.2488,34.1179,5.0
-118.2487,33.7836,6.0
-118.2487,33.7893,7.0
-118.2487,33.7909,1.0
-118.2487,33.9348,9.0
-118.2487,33.9399,1.0
-118.2487,33.9433,1.0
-118.2487,34.0124,2.0
-118.2487,34.0159,4.0
-118.2487,34.0281,2.0
-118.2487,34.0337,1.0
-118.2487,34.0338,4.0
-118.2487,34.0381,3.0
-118.2487,34.0502,42.0
-118.2487,34.0539,3.0
-118.2487,34.0577,1.0
-118.2487,34.0596,1.0
-118.2487,34.1042,2.0
-118.2487,34.1068,3.0
-118.2486,33.7836,3.0
-118.2486,34.003,5.0
-118.2486,34.0067,2.0
-118.2486,34.0224,1.0
-118.2486,34.0357,3.0
-118.2486,34.0432,1.0
-118.2486,34.0977,1.0
-118.2485,33.7649,2.0
-118.2485,33.7822,3.0
-118.2485,33.7909,1.0
-118.2485,33.9332,27.0
-118.2485,33.9346,8.0
-118.2485,33.9348,10.0
-118.2485,34.0073,1.0
-118.2485,34.0079,13.0
-118.2485,34.0128,1.0
-118.2485,34.0325,3.0
-118.2485,34.0373,2.0
-118.2485,34.0419,4.0
-118.2485,34.042,50.0
-118.2485,34.0467,137.0
-118.2485,34.0598,1.0
-118.2485,34.103,5.0
-118.2485,34.1119,4.0
-118.2484,33.7807,2.0
-118.2484,33.7808,1.0
-118.2484,33.7854,4.0
-118.2484,33.7942,1.0
-118.2484,33.9393,3.0
-118.2484,33.9397,5.0
-118.2484,33.9412,1.0
-118.2484,33.9423,8.0
-118.2484,33.9428,4.0
-118.2484,33.9975,2.0
-118.2484,34.0128,14.0
-118.2484,34.0169,1.0
-118.2484,34.0304,6.0
-118.2484,34.0478,80.0
-118.2484,34.0524,9.0
-118.2484,34.0598,4.0
-118.2484,34.0701,7.0
-118.2484,34.0703,2.0
-118.2484,34.0758,4.0
-118.2484,34.0887,1.0
-118.2484,34.0927,4.0
-118.2484,34.1131,8.0
-118.2483,33.7934,5.0
-118.2483,33.9397,4.0
-118.2483,33.9415,3.0
-118.2483,33.9456,10.0
-118.2483,33.9902,12.0
-118.2483,34.0186,4.0
-118.2483,34.0262,1.0
-118.2483,34.0378,1.0
-118.2483,34.0381,3.0
-118.2483,34.0453,7.0
-118.2483,34.0488,17.0
-118.2483,34.0534,7.0
-118.2483,34.0671,17.0
-118.2483,34.0775,2.0
-118.2483,34.089,2.0
-118.2482,33.7917,3.0
-118.2482,33.7925,5.0
-118.2482,33.9295,13.0
-118.2482,33.9311,8.0
-118.2482,33.9368,1.0
-118.2482,33.9378,6.0
-118.2482,33.9451,5.0
-118.2482,33.9533,5.0
-118.2482,34.0213,3.0
-118.2482,34.0377,9.0
-118.2482,34.0442,5.0
-118.2482,34.0507,4.0
-118.2482,34.0511,1.0
-118.2482,34.0654,3.0
-118.2482,34.0984,1.0
-118.2482,34.1129,1.0
-118.2481,33.7902,4.0
-118.2481,33.7909,3.0
-118.2481,33.9348,9.0
-118.2481,33.9358,1.0
-118.2481,33.9405,2.0
-118.2481,33.9406,1.0
-118.2481,33.9432,1.0
-118.2481,33.9451,2.0
-118.2481,33.9457,3.0
-118.2481,33.947,5.0
-118.2481,33.9475,1.0
-118.2481,33.9481,1.0
-118.2481,33.9483,1.0
-118.2481,33.9486,2.0
-118.2481,33.949,2.0
-118.2481,34.0127,13.0
-118.2481,34.0167,1.0
-118.2481,34.0189,20.0
-118.2481,34.0308,2.0
-118.2481,34.0346,1.0
-118.2481,34.0545,1.0
-118.2481,34.0572,69.0
-118.2481,34.0641,8.0
-118.2481,34.0808,1.0
-118.2481,34.0942,2.0
-118.248,33.7793,8.0
-118.248,33.7893,1.0
-118.248,33.9358,12.0
-118.248,33.9368,9.0
-118.248,33.9415,1.0
-118.248,33.9433,1.0
-118.248,33.9491,2.0
-118.248,34.023,5.0
-118.248,34.0272,3.0
-118.248,34.029,4.0
-118.248,34.0395,4.0
-118.248,34.0464,9.0
-118.248,34.051,63.0
-118.248,34.0641,1.0
-118.248,34.0707,1.0
-118.248,34.0808,3.0
-118.248,34.1025,6.0
-118.2479,33.7875,14.0
-118.2479,33.7884,6.0
-118.2479,33.9311,29.0
-118.2479,33.9348,2.0
-118.2479,33.9388,8.0
-118.2479,33.949,4.0
-118.2479,33.9491,1.0
-118.2479,34.0048,1.0
-118.2479,34.0057,7.0
-118.2479,34.0118,2.0
-118.2479,34.0273,1.0
-118.2479,34.0333,1.0
-118.2479,34.0439,37.0
-118.2478,33.9397,12.0
-118.2478,33.9401,4.0
-118.2478,33.9406,12.0
-118.2478,33.9412,3.0
-118.2478,33.9475,7.0
-118.2478,33.9893,2.0
-118.2478,33.9902,5.0
-118.2478,33.9911,4.0
-118.2478,33.9912,11.0
-118.2478,33.9921,13.0
-118.2478,33.993,15.0
-118.2478,33.9935,3.0
-118.2478,33.9939,30.0
-118.2478,33.9946,3.0
-118.2478,33.9948,18.0
-118.2478,33.9953,3.0
-118.2478,33.9957,19.0
-118.2478,33.9967,15.0
-118.2478,33.9975,6.0
-118.2478,33.9984,19.0
-118.2478,33.9993,7.0
-118.2478,33.9994,1.0
-118.2478,33.9998,2.0
-118.2478,34.0002,17.0
-118.2478,34.001,13.0
-118.2478,34.0011,4.0
-118.2478,34.0018,44.0
-118.2478,34.002,1.0
-118.2478,34.0021,2.0
-118.2478,34.0027,8.0
-118.2478,34.003,1.0
-118.2478,34.0035,1.0
-118.2478,34.0039,1.0
-118.2478,34.0139,1.0
-118.2478,34.035,5.0
-118.2478,34.0531,18.0
-118.2478,34.0602,1.0
-118.2478,34.064,4.0
-118.2478,34.1015,1.0
-118.2477,33.7836,2.0
-118.2477,33.7852,5.0
-118.2477,33.9415,7.0
-118.2477,33.9429,2.0
-118.2477,33.9433,7.0
-118.2477,33.9475,1.0
-118.2477,33.949,3.0
-118.2477,33.9497,4.0
-118.2477,33.9501,2.0
-118.2477,34.0039,17.0
-118.2477,34.0312,3.0
-118.2477,34.0332,3.0
-118.2477,34.0476,14.0
-118.2477,34.055,16.0
-118.2477,34.0571,5.0
-118.2477,34.1168,1.0
-118.2476,33.7823,18.0
-118.2476,33.7837,3.0
-118.2476,33.7841,3.0
-118.2476,33.9499,4.0
-118.2476,33.9508,11.0
-118.2476,33.9512,2.0
-118.2476,33.9516,14.0
-118.2476,33.9518,1.0
-118.2476,33.952,43.0
-118.2476,33.9523,2.0
-118.2476,34.0142,1.0
-118.2476,34.0153,1.0
-118.2476,34.0461,6.0
-118.2476,34.0496,4.0
-118.2476,34.057,1.0
-118.2476,34.0658,1.0
-118.2476,34.0661,1.0
-118.2476,34.0662,9.0
-118.2476,34.0698,2.0
-118.2476,34.0806,2.0
-118.2476,34.1135,3.0
-118.2475,33.7808,18.0
-118.2475,33.9531,13.0
-118.2475,33.9533,52.0
-118.2475,33.9534,2.0
-118.2475,33.9543,6.0
-118.2475,34.0039,1.0
-118.2475,34.0108,5.0
-118.2475,34.0269,1.0
-118.2475,34.0321,1.0
-118.2475,34.0371,3.0
-118.2475,34.0461,26.0
-118.2475,34.0478,19.0
-118.2475,34.0506,3.0
-118.2475,34.059,2.0
-118.2475,34.0733,4.0
-118.2474,33.9332,5.0
-118.2474,33.9348,5.0
-118.2474,33.9957,1.0
-118.2474,34.0057,2.0
-118.2474,34.0059,1.0
-118.2474,34.0066,3.0
-118.2474,34.0068,8.0
-118.2474,34.0077,4.0
-118.2474,34.0078,1.0
-118.2474,34.0082,1.0
-118.2474,34.0086,13.0
-118.2474,34.0197,14.0
-118.2474,34.0238,2.0
-118.2474,34.0346,2.0
-118.2474,34.0412,38.0
-118.2474,34.0448,42.0
-118.2474,34.0471,71.0
-118.2474,34.0517,19.0
-118.2474,34.0573,8.0
-118.2474,34.0646,3.0
-118.2474,34.0885,1.0
-118.2473,33.9303,2.0
-118.2473,33.9311,5.0
-118.2473,34.028,1.0
-118.2473,34.0447,1.0
-118.2473,34.0471,2.0
-118.2473,34.071,1.0
-118.2473,34.102,1.0
-118.2472,33.9311,1.0
-118.2472,33.9482,2.0
-118.2472,33.9912,6.0
-118.2472,33.9966,10.0
-118.2472,33.9975,1.0
-118.2472,34.0149,1.0
-118.2472,34.0319,6.0
-118.2472,34.0389,3.0
-118.2472,34.0458,2.0
-118.2472,34.0481,46.0
-118.2472,34.0482,5.0
-118.2472,34.0762,1.0
-118.2472,34.1163,1.0
-118.2471,33.9483,2.0
-118.2471,34.0151,4.0
-118.2471,34.0242,7.0
-118.2471,34.0344,2.0
-118.2471,34.0435,42.0
-118.2471,34.0708,1.0
-118.2471,34.0725,4.0
-118.247,33.7943,1.0
-118.247,33.941,2.0
-118.247,33.9415,9.0
-118.247,34.0344,3.0
-118.247,34.0405,5.0
-118.247,34.0467,29.0
-118.247,34.0503,21.0
-118.247,34.0546,3.0
-118.247,34.0615,134.0
-118.247,34.0724,1.0
-118.247,34.0994,1.0
-118.2469,33.7808,1.0
-118.2469,33.7894,2.0
-118.2469,33.791,2.0
-118.2469,33.7917,2.0
-118.2469,33.7935,8.0
-118.2469,33.7944,3.0
-118.2469,33.9414,1.0
-118.2469,34.0253,2.0
-118.2469,34.0284,3.0
-118.2469,34.0364,2.0
-118.2469,34.0366,3.0
-118.2469,34.0421,266.0
-118.2469,34.045,11.0
-118.2469,34.0522,8.0
-118.2469,34.0617,11.0
-118.2469,34.0695,2.0
-118.2469,34.0936,1.0
-118.2469,34.1047,1.0
-118.2468,33.78,3.0
-118.2468,33.788,1.0
-118.2468,33.7902,4.0
-118.2468,33.7926,4.0
-118.2468,34.0058,1.0
-118.2468,34.0157,1.0
-118.2468,34.0365,4.0
-118.2468,34.0407,36.0
-118.2468,34.0652,6.0
-118.2467,33.7867,1.0
-118.2467,33.9461,1.0
-118.2467,34.0157,1.0
-118.2467,34.0204,1.0
-118.2467,34.0327,1.0
-118.2467,34.044,43.0
-118.2467,34.0463,9.0
-118.2467,34.0477,4.0
-118.2467,34.0524,62.0
-118.2467,34.0724,120.0
-118.2467,34.0725,1.0
-118.2467,34.0913,3.0
-118.2467,34.1116,19.0
-118.2466,34.0027,5.0
-118.2466,34.0039,15.0
-118.2466,34.0159,1.0
-118.2466,34.0296,3.0
-118.2466,34.0454,3.0
-118.2466,34.0543,6.0
-118.2466,34.0544,3.0
-118.2466,34.0678,2.0
-118.2466,34.1016,2.0
-118.2465,33.7876,2.0
-118.2465,34.0085,2.0
-118.2465,34.0106,13.0
-118.2465,34.025,5.0
-118.2465,34.041,1.0
-118.2465,34.0454,26.0
-118.2465,34.0582,2.0
-118.2465,34.0628,1.0
-118.2465,34.0649,5.0
-118.2465,34.0929,4.0
-118.2465,34.0972,5.0
-118.2464,33.7853,2.0
-118.2464,33.7988,2.0
-118.2464,34.0148,1.0
-118.2464,34.0384,6.0
-118.2464,34.0499,3.0
-118.2464,34.0987,2.0
-118.2464,34.1109,2.0
-118.2463,33.7838,2.0
-118.2463,33.9295,21.0
-118.2463,33.9303,21.0
-118.2463,33.9311,15.0
-118.2463,33.9321,29.0
-118.2463,33.933,14.0
-118.2463,33.9332,2.0
-118.2463,33.9348,17.0
-118.2463,33.9355,2.0
-118.2463,33.9358,19.0
-118.2463,33.9368,38.0
-118.2463,33.9378,28.0
-118.2463,33.9379,2.0
-118.2463,33.9397,4.0
-118.2463,33.941,1.0
-118.2463,33.9467,9.0
-118.2463,34.0057,12.0
-118.2463,34.0167,5.0
-118.2463,34.0338,1.0
-118.2463,34.0398,4.0
-118.2463,34.0627,60.0
-118.2463,34.1,1.0
-118.2463,34.1041,5.0
-118.2463,34.1042,1.0
-118.2462,33.9378,2.0
-118.2462,33.9405,7.0
-118.2462,33.9406,1.0
-118.2462,33.9414,10.0
-118.2462,33.9415,2.0
-118.2462,33.9432,25.0
-118.2462,33.9433,6.0
-118.2462,33.9437,5.0
-118.2462,33.9438,4.0
-118.2462,33.9439,1.0
-118.2462,33.9443,5.0
-118.2462,33.945,1.0
-118.2462,33.9457,23.0
-118.2462,33.9467,1.0
-118.2462,33.947,8.0
-118.2462,33.9475,2.0
-118.2462,33.9481,11.0
-118.2462,33.949,6.0
-118.2462,33.9496,5.0
-118.2462,34.0044,3.0
-118.2462,34.0202,2.0
-118.2462,34.0429,117.0
-118.2462,34.0473,17.0
-118.2462,34.0478,2.0
-118.2462,34.0698,2.0
-118.2462,34.0999,8.0
-118.2462,34.1029,6.0
-118.2462,34.103,1.0
-118.2461,33.7809,1.0
-118.2461,33.9485,68.0
-118.2461,33.9507,30.0
